text,label_id,sentiment
điều ấn tượng nhất là anh này vừa biết kt và vừa biết triết học,0,Neutral
the more request on finance i see the more philosophy videos i make,1,Positive
triết học là đưa cho chúng ta một câu hỏi để chúng ta dùng một câu hỏi khác để trả lời cứ thế nối tiếp đến vô tận,2,Negative
bây giờ mà thấy anh thành ra video là dzui như thấy idol ra mv,0,Neutral
nền tảng kiến thức đỉnh thật,0,Neutral
rất thích video về triết học của anh thành dù lượt xem không có đột biến như các video về chủ đề kinh tế nhưng hy vọng anh vẫn giữ được lửa và ra nhiều video về triết học hơn nữa,0,Neutral
hữu duyên rẽ vô video này của anh và dính ngay từ những phút đầu lun huhu cảm ơn anh về những videos thật giá trị và hấp dẫn có chiều sâu về tư duy như thế này ạ,0,Neutral
bất lực trước những mâu thuẫn nhưng sẽ cố gắng,0,Neutral
vậy mới thấy tư bản luôn phát triển đi đầu vị họ luôn cho con người sự khai phóng trong trí tuệ và tư duy nhận thức,0,Neutral
cảm ơn anh vì đã xây dựng nội dung có ích cho cộng đồng,0,Neutral
em là fan của anh trước đây những thứ liên quan đến triết em thấy rất khô khan đến khi gặp anh em cảm ơn anh hi vọng anh sẽ up tiếp những video ạ,0,Neutral
coi xong clip ổng đi tìm sách đọc anw cảm ơn anh đã khơi gợi lên sự tò mò về triết của tui,0,Neutral
sống thêm 1 ngày nữa để xem vid anh thành,0,Neutral
nghe phân tích trò chuyện về triết lí học hay nhỉ,0,Neutral
nguồn sách phải trái đúng sai hầu như trong cuốn này,0,Neutral
triết học thật là nhức nhức cái đầu nhưng nó lại đem đến cho chúng ta cái nhìn rất khác và rất sâu sắc về cuộc sống,0,Neutral
cá nhân mình thích những video anh làm nó nhẹ nhành từ từ dễ tiêu hoá nội dung ngắn gọn cỡ 30p mình thấy khá hợp lí cho mỗi buổi cafe nghe nếu được mong anh ra thêm nhiều video kinh tế thank,0,Neutral
t đã hóng đến mức đi xem lại mấy vid từ 5 năm trc của ổng,0,Neutral
không một video nào của ah thành mà mình không để lại một cái like,0,Neutral
thanks god em vẫn ở đây khi ra vid mới,0,Neutral
nhạc end credits to quá bạn ơi ban tối nghe chói tai lắm giật mình luôn b dùng âm thanh du dương khác được ko,0,Neutral
kể từ phút 13 02 trở đi đối với tôi nơ như chân trời mới vậy nghệ thuật phản biện gần như quá đổi đỉnh cao nó thực sự blow me away khi mà người ta có thể suy tư một cách tỉ mỉ đến vậy,0,Neutral
trời ơi lâu lắm rồi mới thấy ổng lên video,0,Neutral
em đã theo dõi serie philosophy 101 từ những ngày đầu tiên và chưa từng nghĩ sau 2 năm em vẫn còn ở đây và để lại dòng bình luận này chúc anh thật nhiều sức khoẻ và mong anh duy trì serie này dài dài ạ,0,Neutral
vừa ngồi xe buýt vừa nghe tuyệt thật,0,Neutral
rồi quá đã luôn thấy trên story của anh là mở youtube liền,0,Neutral
cô rất vui khi gặp những người trẻ như con,0,Neutral
công lý michael sandel,1,Positive
mình càng nghe mình càng thấy xã hội càng phức tạp nó đang làm rạn nứt những định kiến từ nhỏ đến lớn đã được dạy học tiếp thu vậy cái gì là đúng cái gì là sai,2,Negative
mỗi lần xem video của anh em thấy não em bớt thối đi cảm ơn anh,0,Neutral
mong anh có thể chia sẻ về cuốn the ritual process structure and anti structure của victor turner cám ơn anh đã mang đến những nội dung thú vị rất quý more perspective podcast của anh,0,Neutral
14 00 đề xuất mọi người đọc quyển thế giới mới tươi đẹp brave new world của aldous huxley để chiêm nghiệm rõ hơn về vấn đề này,0,Neutral
nếu mọi người muốn tìm hiểu kĩ hơn thì nội dung có trong quyển phải trái đúng sai nha,0,Neutral
anh ơi anh đừng kết thúc series này mà huhu,0,Neutral
em dù không hiểu biết quá nhiều về triết học ngành học cũng k liên quan nhưng thực sự nhờ những video ntn em mới thấy có thật nhiều góc nhìn về xã hội xin cảm ơn anh rất nhiều,0,Neutral
cb đi ngủ thì thấy video mới phải xem thoii,0,Neutral
anh nghĩ sao về câu nói học tài thi phận,0,Neutral
nhờ video này mà 1 lần nữa em đã cày lại toàn bộ series xin cảm ơn anh thành rất nhiều vì những video bổ ích nếu anh còn làm về triết học trong tương lai liệu anh có thể làm 1 video về karl popper được không ạ,0,Neutral
mong anh sớm ra video ạ,0,Neutral
xin lỗi anh vì lúc mới biết em thích nghe giọng anh hơn nhưng bây giờ em muốn nhìn mặt anh hơn,0,Neutral
lâu lắm mới thấy 1 video hay thế này,0,Neutral
e thích chủ đề triết học này ạ làm tư duy phản biện của e lên cao,0,Neutral
anh đã quay lại rồi cách diễn đạt truyền đạt em nghe bị mê triết học luôn cảm ơn anh nhiều,0,Neutral
mong đợi tới lần sau lắm ạ là 1 người trong cộng đồng lgbtq mình cần được mở rộng tư duy hơn cảm ơn anh đã luôn mang tới những điều giá trị cho tất cả mọi người,0,Neutral
khi bạn vừa hoàn thành series attack on titan và ytube gợi ý cho bạn video này d,0,Neutral
