text,label_id,sentiment
1 48 2 điểm đại học,0,Neutral
1 27 v nhiều like vãi thanks mn,0,Neutral
đc quá ô duck ơi hài vlon,0,Neutral
1 06 ngồi cừi sặc sặc như điên luôn,0,Neutral
1 02 chết mẹ rồi bây giờ phải làm sao chắc tìm cách hòa giải nó,2,Negative
1 41 lịt mẹ,1,Positive
0 26 đm sặc cơm,0,Neutral
1 21 buscu freestyle,1,Positive
hài cười i ra quần luôn đó duck ơi,0,Neutral
1 21 cười đau cả bụng,0,Neutral
bản gốc của 102 production đã hài rồi bên duck còn vip dữ nữa,0,Neutral
0 25 lú,0,Neutral
0 40 nghe hop vl,0,Neutral
lần đầu coi nên cười cả ngày luôn,0,Neutral
phải nói thật thì ông này edit hài và bựa,0,Neutral
trình edit của duck đã lên một tầm cao mới,0,Neutral
1 26 hài thật đấy 1 53 mắc cười quá,0,Neutral
1 13 hề chúa,0,Neutral
duck edit giỏi quá mặn mà theo năm tháng,0,Neutral
sức sáng tạo của ông chủ kênh mặn vl,0,Neutral
0 26 ăn xin vô cực,0,Neutral
0 40 chữ coặc nhưng tôi cười ỉa về nó,0,Neutral
0 47 đọu má cừiii vailonn,1,Positive
hạn hán lời với cái vựa muối của ông đây duck,0,Neutral
coi đi 2 tháng coi lại vẫn hay,0,Neutral
1 video nói về bộ phận sinh dục nam và sự quan hệ mẫu thân,0,Neutral
đau bụng vãi bìu xem mãi k chán,0,Neutral
anh bạn à phiên bản tận cùng của sự biến thái,0,Neutral
0 17 t cười duma gần chết,0,Neutral
thế là một chiếc meme huyền thoại đã ra đời,0,Neutral
1 40 người nhà wee,0,Neutral
0 25 tao đạp giày mày là mày đạp giày tao mày đạp giày mày xong mày đạp giày tao,0,Neutral
1 23 cười ỉa cục cớt,0,Neutral
má nó cười sảng hết cả buổi sáng,0,Neutral
đm mới đi làm về áp lực xem lại vid cũ cười ỉa ra quần,0,Neutral
siêu phẩm nữa rồi duck mắm tôm ơi làm thêm video của 102 đi coi replay cười sặc cơm lun,0,Neutral
1 25 gì zậy,0,Neutral
that cheap chinese phone toy got me real good,1,Positive
má video mày cười sắp bể bụng rồi duy ơi,0,Neutral
0 27 đạp giày tao là mày đạp giày tao tao đạp giày tao là mày đạp giày tao mày đạp giày mày xong mày đạp giày tao tao đạp mày về mày đạp tao,0,Neutral
t thề là anh duck luôn có 1 cái gì đấy rất riêng mà không thằng nào nghĩ ra được xem chục cái rồi mà giờ mới thấy 1 cái chất lượng như này,0,Neutral
tôi cười gần chết rồi,0,Neutral
nhìn cái ảnh nền của video tui sặc cơm rồi thua ông edit luôn,0,Neutral
khi võ thuật ko giúp bạn chiến thắng anh bạn à,0,Neutral
ngày trc xem đi xem lại cái này cười vcl mak ngày đấy là cx thời vs cả jv mind,0,Neutral
coi rồi coi lại vẫn mắc cười,0,Neutral
1 27,0,Neutral
bị covid mà xem anh cười ẻ lun,0,Neutral
sau track của icd chắc tage vào học tập,2,Negative
1 23 thay vì nghe freestyle thì tôi lại nghe tới sáng,0,Neutral
lúc nào cũng ngay lúc t ăn cơm ăn đéo nổi luôn,0,Neutral
share video naỳ lên fb thì sẽ gáng làm nhiều video được chứ link mua áo tiktok fanpage facebook cá nhân,0,Neutral
ko còn từ gì để nói nữa hài,0,Neutral
gần 5 năm rồi á nhanh thật tuổi thơi tôi luôn r,0,Neutral
khi nào dạy edit tiếp vậy duc,0,Neutral
edit đỉnh quá,0,Neutral
anh duck ak,0,Neutral
trung bình bên mỹ,0,Neutral
chơi địch văng thằng em ở kế bên,0,Neutral
vẫn chất cmn lượng như ngày nào,0,Neutral
anh bạn à tưởng vid nói về khải lốc xoáy,0,Neutral
chắc cx sẽ chất lượng như bth,0,Neutral
khi bn ngồi gần ba mẹ và bật đoạn phim này lên,0,Neutral
mày đạp dày tao mà tao dày tao,0,Neutral
ra lâu mà chất lượng vc,0,Neutral
every clip is a new level,0,Neutral
làm bolsa 2 rồi làm luôn bolsa 1 đeeeee,0,Neutral
0 11,0,Neutral
she make it clap đi duck batman ơi 3,1,Positive
má đã bucu còn freestyle,0,Neutral
legend vl,0,Neutral
0 33 ăn xin 2021,0,Neutral
đây là cách giải hòa hiệu quả đến mọi đối tượng hoàn cảnh,0,Neutral
bựa quá anh duck ơi,0,Neutral
8 năm xem lại vẫn hài,0,Neutral
yang hồ bolsa,0,Neutral
0 40 chết thay,0,Neutral
đen vl đang trả lời câu hỏi của cô thì quên tắt,0,Neutral
video tạo nên thương hiệu,0,Neutral
cười đau cả bụng,0,Neutral
móe clgt,1,Positive
1 10,0,Neutral
coi đi coi lại lần thứ n,0,Neutral
0 06 rất ngơ ngáo,0,Neutral
vip quá anh zai nữa điii,0,Neutral
thấy chuyện bất bình cong chân bỏ chạy,0,Neutral
đã là hơn 1 năm mà nó vẫn là siêu phẩm của vịt mồ côi,0,Neutral
0 47 sặc cơm,0,Neutral
duck à tôi có thể hòa giảng được ko cho tôi,0,Neutral
1 05 hài đ cứu đươc,0,Neutral
hài vãi chưởng,0,Neutral
thật hề hước,0,Neutral
102 production tuổi thơ vcl,0,Neutral
khúc đầu cũng cười khúc giữa cũng cười khúc cuối cũng cười,0,Neutral
1 47,0,Neutral
quality quality,1,Positive
1 53 giat minh,0,Neutral
video rất văn minh,0,Neutral
amazing goodchop,1,Positive
1 13,0,Neutral
từ đó một định nghĩa nữa của từ giảng hoà đã đc ra đời,0,Neutral
thật là 1 mầm mống bệnh hoạn,0,Neutral
đc của ló đó a bạn à,0,Neutral
anh bạn à,0,Neutral
đang ai chia bị táo bón coi cái này c xuống luôn,0,Neutral
1 49 cái giọng nghe qq,1,Positive
xem đi xem lại vẫn cười mệt,0,Neutral
xem đi xem lại vẫn thấy buồn cười,0,Neutral
cười chảy nước mắt,0,Neutral
best creation yet,1,Positive
0 38 con clkặc,0,Neutral
tui đang bi bệnh mà xem xong cái này tui vừa cười vừa ho kết quả là tui ói,0,Neutral
ddd,0,Neutral
0 51 đen,0,Neutral
tấn phúc mà xemm clip này chắc cười rớt răng quá,0,Neutral
giảng hòa năm 2021,0,Neutral
bún cua và giảng hòa,0,Neutral
1 18,0,Neutral
anh phải cho auto tune vô là hoàn con nhà bà hảo,0,Neutral
hảo edit,0,Neutral
1 30 quay ngược thời gian,0,Neutral
0 40 giảm tốc độ xuống còn 0 25 rồi tận hưởng,0,Neutral
anh bạn à có thể ngồi xuống b,0,Neutral
trong 1 video từ nhiều nhất là chửi thề,0,Neutral
1 07 hài ra nước mắt,0,Neutral
0 20 thề luôn thích chỗ này vãi cười từ sáng đến tận hôm qua,0,Neutral
xem đi xem lại vẫn cừi ĩa,0,Neutral
cách người vn giảng hoà belike,0,Neutral
khuyến cáo không nên vừa ăn cơm vừa coi clip duck,0,Neutral
sao mấy ông này nói từ con c c nghệ thế nhờ,0,Neutral
1 13,0,Neutral
bản gốc đã hài rồi bản này tui sặc sụa luôn ạ,0,Neutral
bản gốc đã khắm rồi cái này còn vl hơn nữa,0,Neutral
cái này 6 năm rồi mà bảo giang hồ 2021,0,Neutral
1 21 đéo nhịn cười,0,Neutral
1 14 chỉnh tốc độ 0 25 nghe giống như âm thanh của xe cảnh sát vậy,0,Neutral
1 25 cười sặc,0,Neutral
đêm hôm nằm cười muốn rụng giường,0,Neutral
chơi đồ chơi mà bị bắnl,0,Neutral
0 46 là nhạc gì thế duck,0,Neutral
1 49 chỉ ba từ quờ ê quê,0,Neutral
clm cười vl,0,Neutral
anh bạn à anh thật hài hước,0,Neutral
đô vì cái hình,0,Neutral
1 00 tốc độ phát 0 25x bạn sẽ thấy ông kia sống lại và,0,Neutral
1 08 bật phụ đề lên má cười ỉa,0,Neutral
0 17 ngôn ngữ của chúa giê su,0,Neutral
khi chúng ta muốn cười địch zải pháp tốt nhất thị trường việt nam,0,Neutral
0 17 nó nói tiếng j thế ngò hài su hương,0,Neutral
1 53 éo chịu đc hài v,0,Neutral
nghe mọi người bảo hài lắm mà sao tôi không cười nổi,0,Neutral
cho e hỏi a dùng ứng dụng gì để edit v,0,Neutral
hài vl,0,Neutral
coi xog xịt keo luôn,0,Neutral
1 05 hài vãi nồi,0,Neutral
1 05,0,Neutral
